,43770
0,0.9463086771804187
1,0.9381074175513316
2,0.9606936050716026
3,0.9581085178471488
4,0.9597658813422778
5,0.9406717799810428
6,0.9316421528746537
7,0.9195696781522784
8,0.969761169217719
9,0.9706247673676909
10,0.9752958806582466
11,0.9713480506776045
12,0.9653950580078262
13,0.9617378066951174
14,-428803844834720.5
15,0.9600409355608066
16,0.970260306049829
17,0.9635363241351114
18,0.9666197118433467
19,0.9435603197087478
20,0.9504071563767252
21,0.9560887507500359
22,0.9581537880327081
23,0.9647287007608977
24,0.9693097549490763
25,0.966683595815423
26,0.9642284591113147
27,0.9649056406058001
28,0.9676035083786598
29,0.9745384831035515
30,0.9250485078299583
31,0.9710134444382914
32,0.9544570493821646
33,0.9680379325544728
34,0.9203594581795737
35,0.9627110033642802
36,0.9587421194729037
37,0.9397985890623924
38,0.963873339428573
39,-2.126250449207987e+16
40,-6.736584996700649e+16
41,-2.337577188948724e+17
42,-1576634761635577.5
43,0.9335558954618034
44,0.933344667463064
45,0.9502518607148105
46,0.9750085053534863
47,-298377560527029.7
48,-11025032994.056381
49,-2.2464296001632584e+16
